GO_term	Sampletype	Avg_met	Avg_exp
ceramide.biosynthetic.process	sample_BA_veg	0.271753801122043	369.622000049956
ceramide.biosynthetic.process	sample_BA_sex	0.271753801122043	418.955462312018
ceramide.biosynthetic.process	sample_sa_veg	0.271753801122043	389.788154590366
ceramide.biosynthetic.process	sample_sa_sex	0.271753801122043	370.31251828941
endoplasmic.reticulum	sample_BA_veg	0.281978302780362	1965.15384515577
endoplasmic.reticulum	sample_BA_sex	0.281978302780362	1280.47691222544
endoplasmic.reticulum	sample_sa_veg	0.281978302780362	2043.87276296877
endoplasmic.reticulum	sample_sa_sex	0.281978302780362	1209.73348739804
sphingosine.N.acyltransferase.activity	sample_BA_veg	0.236734693877551	466.406905383017
sphingosine.N.acyltransferase.activity	sample_BA_sex	0.236734693877551	547.921723890472
sphingosine.N.acyltransferase.activity	sample_sa_veg	0.236734693877551	511.208827426952
sphingosine.N.acyltransferase.activity	sample_sa_sex	0.236734693877551	479.872455111642
DNA.catabolic.process	sample_BA_veg	0.295774647887324	659.476311576192
DNA.catabolic.process	sample_BA_sex	0.295774647887324	369.194466038141
DNA.catabolic.process	sample_sa_veg	0.295774647887324	716.066357633724
DNA.catabolic.process	sample_sa_sex	0.295774647887324	346.122419102168
RNA.catabolic.process	sample_BA_veg	0.295774647887324	659.476311576192
RNA.catabolic.process	sample_BA_sex	0.295774647887324	369.194466038141
RNA.catabolic.process	sample_sa_veg	0.295774647887324	716.066357633724
RNA.catabolic.process	sample_sa_sex	0.295774647887324	346.122419102168
apoptosis	sample_BA_veg	0.295774647887324	659.476311576192
apoptosis	sample_BA_sex	0.295774647887324	369.194466038141
apoptosis	sample_sa_veg	0.295774647887324	716.066357633724
apoptosis	sample_sa_sex	0.295774647887324	346.122419102168
nucleus	sample_BA_veg	0.271626487473991	2343.92002962835
nucleus	sample_BA_sex	0.271626487473991	1660.38180887744
nucleus	sample_sa_veg	0.271626487473991	2329.86029738796
nucleus	sample_sa_sex	0.271626487473991	1606.23391067592
mitochondrion	sample_BA_veg	0.276089165892988	3303.43478705752
mitochondrion	sample_BA_sex	0.276089165892988	2036.421274882
mitochondrion	sample_sa_veg	0.276089165892988	3221.59251817601
mitochondrion	sample_sa_sex	0.276089165892988	1848.44735197666
mitochondrial.inner.membrane	sample_BA_veg	0.272671621151217	2521.71822452875
mitochondrial.inner.membrane	sample_BA_sex	0.272671621151217	1618.37113023041
mitochondrial.inner.membrane	sample_sa_veg	0.272671621151217	2555.70305161647
mitochondrial.inner.membrane	sample_sa_sex	0.272671621151217	1494.73226115712
endodeoxyribonuclease.activity	sample_BA_veg	0.295774647887324	659.476311576192
endodeoxyribonuclease.activity	sample_BA_sex	0.295774647887324	369.194466038141
endodeoxyribonuclease.activity	sample_sa_veg	0.295774647887324	716.066357633724
endodeoxyribonuclease.activity	sample_sa_sex	0.295774647887324	346.122419102168
exodeoxyribonuclease.activity	sample_BA_veg	0.295774647887324	659.476311576192
exodeoxyribonuclease.activity	sample_BA_sex	0.295774647887324	369.194466038141
exodeoxyribonuclease.activity	sample_sa_veg	0.295774647887324	716.066357633724
exodeoxyribonuclease.activity	sample_sa_sex	0.295774647887324	346.122419102168
ribonuclease.activity	sample_BA_veg	0.295774647887324	659.476311576192
ribonuclease.activity	sample_BA_sex	0.295774647887324	369.194466038141
ribonuclease.activity	sample_sa_veg	0.295774647887324	716.066357633724
ribonuclease.activity	sample_sa_sex	0.295774647887324	346.122419102168
sporocarp.development.involved.in.sexual.reproduction	sample_BA_veg	NA	1396.47922721572
sporocarp.development.involved.in.sexual.reproduction	sample_BA_sex	NA	1310.90092353286
sporocarp.development.involved.in.sexual.reproduction	sample_sa_veg	NA	1340.17888506552
sporocarp.development.involved.in.sexual.reproduction	sample_sa_sex	NA	1320.55911175795
response.to.pheromone	sample_BA_veg	0.283333333333333	1149.74247791744
response.to.pheromone	sample_BA_sex	0.283333333333333	1354.55974518866
response.to.pheromone	sample_sa_veg	0.283333333333333	1028.42829438916
response.to.pheromone	sample_sa_sex	0.283333333333333	1352.3211509965
regulation.of.cAMP.metabolic.process	sample_BA_veg	0.269573643410852	1115.17864485616
regulation.of.cAMP.metabolic.process	sample_BA_sex	0.269573643410852	1429.72987563797
regulation.of.cAMP.metabolic.process	sample_sa_veg	0.269573643410852	1067.43842558551
regulation.of.cAMP.metabolic.process	sample_sa_sex	0.269573643410852	1425.63423089388
heterotrimeric.G.protein.complex	sample_BA_veg	0.261356926902474	988.043544164139
heterotrimeric.G.protein.complex	sample_BA_sex	0.261356926902474	1258.60649452043
heterotrimeric.G.protein.complex	sample_sa_veg	0.261356926902474	945.313338174724
heterotrimeric.G.protein.complex	sample_sa_sex	0.261356926902474	1232.49433119863
G.protein.beta.gamma.subunit.complex	sample_BA_veg	0.270454545454546	1207.30686485122
G.protein.beta.gamma.subunit.complex	sample_BA_sex	0.270454545454546	1485.0907705625
G.protein.beta.gamma.subunit.complex	sample_sa_veg	0.270454545454546	1123.89453992149
G.protein.beta.gamma.subunit.complex	sample_sa_sex	0.270454545454546	1426.9313552797
DNA.damage.checkpoint	sample_BA_veg	0.277063553501966	2947.50701458105
DNA.damage.checkpoint	sample_BA_sex	0.277063553501966	3275.27264709534
DNA.damage.checkpoint	sample_sa_veg	0.277063553501966	2987.30520452833
DNA.damage.checkpoint	sample_sa_sex	0.277063553501966	2868.66054434402
microtubule.cytoskeleton.organization	sample_BA_veg	0.311703892228237	1365.2716575463
microtubule.cytoskeleton.organization	sample_BA_sex	0.311703892228237	1589.02161025404
