Sample	GO_term	Avg_corr	std_corr
BA_veg	endoplasmic.reticulum	-0.0771513045570319	0.408298366773603
BA_veg	nucleus	0.0665907889825882	0.470656201898987
BA_veg	mitochondrion	0.0908287927167175	0.451198391865707
BA_veg	mitochondrial.inner.membrane	0.305573363141522	0.480753320801534
BA_veg	sporocarp.development.involved.in.sexual.reproduction	-0.0230413773585016	0.491428980543409
BA_veg	heterotrimeric.G.protein.complex	0.255907017258652	0.324907741234934
BA_veg	DNA.damage.checkpoint	-0.384790421457174	0.43450124640873
BA_veg	DNA.methylation	-0.124497892909656	0.385577229686586
BA_veg	protein.dephosphorylation	0.507887101016835	0.267680748720444
BA_veg	hyphal.growth	-0.0666593737281983	0.465866965668678
BA_veg	regulation.of.circadian.rhythm	0.0504200675342512	0.470806188672974
BA_veg	conidium.formation	-0.111319275235304	0.486818299462825
BA_veg	cytoplasm	0.0829661259953694	0.470551898667098
BA_veg	cytosol	-0.016391046974074	0.43280498375492
BA_veg	regulation.of.growth.rate	0.0146917306539969	0.52653133519318
BA_veg	translation	0.306553349072161	0.375653999122444
BA_veg	mitochondrial.ribosome	0.338890335170841	0.330754450231517
BA_veg	mitochondrial.large.ribosomal.subunit	0.380345328598279	0.325475950242773
BA_veg	structural.constituent.of.ribosome	0.307886561507076	0.372824527345691
BA_veg	rRNA.processing	0.110187005826113	0.321227051622811
BA_veg	ribosomal.large.subunit.biogenesis	0.0737221098682758	0.326225325388612
BA_veg	nucleolus	0.0795182679421985	0.331830885276878
BA_veg	cytosolic.large.ribosomal.subunit	0.190685871205031	0.421327430723122
BA_veg	response.to.light.stimulus	-0.0223601965880053	0.455076012343833
BA_veg	ribosome	-0.138002782726201	0.219399643990939
BA_veg	DNA.repair	-0.295573655535649	0.375038255236206
BA_veg	protein.binding	0.0982637723532445	0.464187761624745
BA_veg	spore.germination	0.116634951242403	0.459637706218955
BA_veg	mitochondrial.membrane	0.189355949094777	0.457740085354023
BA_veg	response.to.osmotic.stress	-0.0834611018630224	0.42297078510154
BA_veg	response.to.salt.stress	0.0092325625719581	0.583302580817539
BA_veg	ascospore.formation	0.0359911038346495	0.559215388424232
BA_veg	conidiophore.development	-0.235836612715655	0.473250942828554
BA_veg	mitochondrial.intermembrane.space	0.0552996388826753	0.377500711326198
BA_veg	actin.filament.organization	0.166789932093211	0.567828783211971
BA_veg	chromatin.silencing.at.telomere	0.253758286870826	0.47080239745429
BA_veg	nuclear.mRNA.splicing..via.spliceosome	0.0890830572955414	0.449260111323759
BA_veg	mitochondrial.outer.membrane	0.0377510672474747	0.445732313366754
BA_veg	cytosolic.small.ribosomal.subunit	0.358451212056238	0.33887694721613
BA_veg	glyoxysome	0.0800184052792039	0.4640801411547
BA_veg	sequence.specific.DNA.binding.transcription.factor.activity	0.251627400147962	0.481525526507736
BA_veg	sequence.specific.DNA.binding	0.150075190628882	0.458907587590736
BA_veg	response.to.oxidative.stress	-0.122881058745128	0.43611736620907
BA_veg	hyphal.cell.wall	-0.299826979364075	0.375790098668451
BA_veg	GTPase.activator.activity	-0.202132701739378	0.422741585388777
BA_veg	ATP.synthesis.coupled.proton.transport	0.366785845150457	0.305619913826054
BA_veg	ATPase.activity	0.123122368320076	0.470724919118724
BA_veg	hydrogen.ion.transporting.ATP.synthase.activity..rotational.mechanism	0.208736694509773	0.44153178694913
BA_veg	NADH.oxidation	0.169275820433152	0.404537170824873
BA_veg	mitochondrial.respiratory.chain.complex.I	0.191367838643953	0.396793902925518
BA_veg	electron.carrier.activity	0.133844880281837	0.422386454412765
BA_veg	syncytium.formation.by.plasma.membrane.fusion	-0.21078568338864	0.367652397108164
BA_veg	protein.targeting.to.mitochondrion	0.060608633132654	0.448623865462113
BA_veg	vacuolar.acidification	-0.103250284284353	0.555030689053468
BA_veg	cysteine.biosynthetic.process	0.166624612304221	0.645258349765479
BA_veg	methionine.metabolic.process	-0.217631717286003	0.507331309289
BA_veg	endocytosis	-0.0592591655832808	0.496557932181705
BA_veg	vesicle.mediated.transport	0.0487265491010702	0.536565752057976
