GO_term	Sampletype	Avg_met	Avg_exp
ceramide.biosynthetic.process	sample_BA_veg	0.251366777786812	8.47236249492567
ceramide.biosynthetic.process	sample_BA_sex	0.248742174160501	8.57253041249229
ceramide.biosynthetic.process	sample_sa_veg	0.235915115050004	8.47306423485477
ceramide.biosynthetic.process	sample_sa_sex	0.250909830067485	8.50168760810999
endoplasmic.reticulum	sample_BA_veg	0.223520671817101	10.259579470679
endoplasmic.reticulum	sample_BA_sex	0.232594750422561	9.88292573969815
endoplasmic.reticulum	sample_sa_veg	0.22539428348641	10.2899572868767
endoplasmic.reticulum	sample_sa_sex	0.239188342741089	9.92013872931359
sphingosine.N.acyltransferase.activity	sample_BA_veg	0.231020408163265	8.87713735919
sphingosine.N.acyltransferase.activity	sample_BA_sex	0.211428571428571	9.0250034663675
sphingosine.N.acyltransferase.activity	sample_sa_veg	0.204897959183674	8.94299286011173
sphingosine.N.acyltransferase.activity	sample_sa_sex	0.226122448979592	8.98125302853313
DNA.catabolic.process	sample_BA_veg	0.292018779342723	9.23270531559415
DNA.catabolic.process	sample_BA_sex	0.285446009389671	8.65363418291667
DNA.catabolic.process	sample_sa_veg	0.283568075117371	9.28253213574456
DNA.catabolic.process	sample_sa_sex	0.271361502347418	8.64608503176591
RNA.catabolic.process	sample_BA_veg	0.292018779342723	9.23270531559415
RNA.catabolic.process	sample_BA_sex	0.285446009389671	8.65363418291667
RNA.catabolic.process	sample_sa_veg	0.283568075117371	9.28253213574456
RNA.catabolic.process	sample_sa_sex	0.271361502347418	8.64608503176591
apoptosis	sample_BA_veg	0.292018779342723	9.23270531559415
apoptosis	sample_BA_sex	0.285446009389671	8.65363418291667
apoptosis	sample_sa_veg	0.283568075117371	9.28253213574456
apoptosis	sample_sa_sex	0.271361502347418	8.64608503176591
nucleus	sample_BA_veg	0.221665695398018	10.2229343468066
nucleus	sample_BA_sex	0.2298372446718	9.94842549185297
nucleus	sample_sa_veg	0.221848073964743	10.2092308161941
nucleus	sample_sa_sex	0.237231487025388	9.93974588663555
mitochondrion	sample_BA_veg	0.222835457372648	10.6350515762696
mitochondrion	sample_BA_sex	0.23351494637074	10.1916831953115
mitochondrion	sample_sa_veg	0.224579345915599	10.5866840034958
mitochondrion	sample_sa_sex	0.240430539039392	10.1730222483886
mitochondrial.inner.membrane	sample_BA_veg	0.234437976717206	10.4411171477101
mitochondrial.inner.membrane	sample_BA_sex	0.238410263756423	10.0607173334841
mitochondrial.inner.membrane	sample_sa_veg	0.229914420163922	10.4306527713065
mitochondrial.inner.membrane	sample_sa_sex	0.247769868504634	10.0377232650738
endodeoxyribonuclease.activity	sample_BA_veg	0.292018779342723	9.23270531559415
endodeoxyribonuclease.activity	sample_BA_sex	0.285446009389671	8.65363418291667
endodeoxyribonuclease.activity	sample_sa_veg	0.283568075117371	9.28253213574456
endodeoxyribonuclease.activity	sample_sa_sex	0.271361502347418	8.64608503176591
exodeoxyribonuclease.activity	sample_BA_veg	0.292018779342723	9.23270531559415
exodeoxyribonuclease.activity	sample_BA_sex	0.285446009389671	8.65363418291667
exodeoxyribonuclease.activity	sample_sa_veg	0.283568075117371	9.28253213574456
exodeoxyribonuclease.activity	sample_sa_sex	0.271361502347418	8.64608503176591
ribonuclease.activity	sample_BA_veg	0.292018779342723	9.23270531559415
ribonuclease.activity	sample_BA_sex	0.285446009389671	8.65363418291667
ribonuclease.activity	sample_sa_veg	0.283568075117371	9.28253213574456
ribonuclease.activity	sample_sa_sex	0.271361502347418	8.64608503176591
sporocarp.development.involved.in.sexual.reproduction	sample_BA_veg	NA	9.36688917257922
sporocarp.development.involved.in.sexual.reproduction	sample_BA_sex	NA	9.42819889459678
sporocarp.development.involved.in.sexual.reproduction	sample_sa_veg	NA	9.38113587984033
sporocarp.development.involved.in.sexual.reproduction	sample_sa_sex	NA	9.46462357611807
response.to.pheromone	sample_BA_veg	0.213333333333333	10.037133157826
response.to.pheromone	sample_BA_sex	0.243333333333334	10.2428919774086
response.to.pheromone	sample_sa_veg	0.211666666666667	10.001211264995
response.to.pheromone	sample_sa_sex	0.235	10.3695882841627
regulation.of.cAMP.metabolic.process	sample_BA_veg	0.214108527131783	10.089651368891
regulation.of.cAMP.metabolic.process	sample_BA_sex	0.219806201550388	10.3524540203593
regulation.of.cAMP.metabolic.process	sample_sa_veg	0.194670542635659	10.0823973483441
regulation.of.cAMP.metabolic.process	sample_sa_sex	0.224941860465116	10.4312315656444
heterotrimeric.G.protein.complex	sample_BA_veg	0.213676967287041	9.83298932651233
heterotrimeric.G.protein.complex	sample_BA_sex	0.215978622835172	10.0608556705096
heterotrimeric.G.protein.complex	sample_sa_veg	0.204016853983868	9.80205680257616
heterotrimeric.G.protein.complex	sample_sa_sex	0.216933169202569	10.0986815696315
G.protein.beta.gamma.subunit.complex	sample_BA_veg	0.219393939393939	10.1826337443827
G.protein.beta.gamma.subunit.complex	sample_BA_sex	0.228636363636364	10.3900352400624
G.protein.beta.gamma.subunit.complex	sample_sa_veg	0.214015151515151	10.1319311637386
G.protein.beta.gamma.subunit.complex	sample_sa_sex	0.229015151515152	10.4379677979509
DNA.damage.checkpoint	sample_BA_veg	0.219470279293705	10.1136373383737
DNA.damage.checkpoint	sample_BA_sex	0.228561168653243	10.2107306047131
DNA.damage.checkpoint	sample_sa_veg	0.2245750292407	10.1700438350555
DNA.damage.checkpoint	sample_sa_sex	0.238367650871915	10.2223142700107
microtubule.cytoskeleton.organization	sample_BA_veg	0.225455257290463	10.1286020965829
microtubule.cytoskeleton.organization	sample_BA_sex	0.244174875785363	10.1135955803601
microtubule.cytoskeleton.organization	sample_sa_veg	0.244047289665267	10.1084028342112
microtubule.cytoskeleton.organization	sample_sa_sex	0.253200177170215	10.1280615629622
DNA.methylation	sample_BA_veg	0.204331981282176	10.4844317853996
DNA.methylation	sample_BA_sex	0.213203170484421	10.3993987272657
DNA.methylation	sample_sa_veg	0.204516627796924	10.5505211572697
DNA.methylation	sample_sa_sex	0.219151023122359	10.5411747709663
protein.dephosphorylation	sample_BA_veg	0.206762180014194	10.3501577626126
protein.dephosphorylation	sample_BA_sex	0.2178110223384	10.0062978704476
protein.dephosphorylation	sample_sa_veg	0.211951674852963	10.3413921834953
protein.dephosphorylation	sample_sa_sex	0.217829885251316	10.0217798202267
hyphal.growth	sample_BA_veg	NA	9.53531947816665
hyphal.growth	sample_BA_sex	NA	9.65162145450163
hyphal.growth	sample_sa_veg	NA	9.53874852936911
hyphal.growth	sample_sa_sex	NA	9.66673932741296
regulation.of.circadian.rhythm	sample_BA_veg	0.211301353275375	9.8561845558679
regulation.of.circadian.rhythm	sample_BA_sex	0.224576778214002	9.78561460465969
regulation.of.circadian.rhythm	sample_sa_veg	0.213674383129884	9.91250919216791
