Sample	GO_term	Avg_corr	std_corr
BA_veg	endoplasmic.reticulum	-0.0881092493794844	0.45033927083705
BA_veg	nucleus	0.0711502040280218	0.503014735898957
BA_veg	mitochondrion	0.098317999955469	0.486619631904683
BA_veg	mitochondrial.inner.membrane	0.337420543682	0.520278185537137
BA_veg	sporocarp.development.involved.in.sexual.reproduction	-0.0111272187632982	0.526094567060026
BA_veg	heterotrimeric.G.protein.complex	0.319878336886341	0.350276029974877
BA_veg	DNA.damage.checkpoint	-0.364357652535333	0.565084232399225
BA_veg	DNA.methylation	-0.0850063982275295	0.547626006884652
BA_veg	protein.dephosphorylation	0.613790796495679	0.235918821627018
BA_veg	hyphal.growth	-0.0640035595028951	0.501987468691409
BA_veg	regulation.of.circadian.rhythm	0.0681561414409992	0.523846892810724
BA_veg	conidium.formation	-0.107475253135995	0.534933042961362
BA_veg	cytoplasm	0.0887908302772408	0.499883299378479
BA_veg	cytosol	-0.000214526863583306	0.474021783521396
BA_veg	regulation.of.growth.rate	0.0220703670636181	0.57251545148931
BA_veg	translation	0.33039520095193	0.403375286793722
BA_veg	mitochondrial.ribosome	0.362771077712096	0.35575575352625
BA_veg	mitochondrial.large.ribosomal.subunit	0.410454261046658	0.354130157103046
BA_veg	structural.constituent.of.ribosome	0.331210664019336	0.400965618638356
BA_veg	rRNA.processing	0.121438802207943	0.348867204058541
BA_veg	ribosomal.large.subunit.biogenesis	0.0732300338712979	0.335743646085539
BA_veg	nucleolus	0.0855965869420957	0.35542223722703
BA_veg	cytosolic.large.ribosomal.subunit	0.20415258146596	0.44827891548585
BA_veg	response.to.light.stimulus	-0.0264167661018853	0.485597536257439
BA_veg	ribosome	-0.147035160638664	0.22928046213228
BA_veg	DNA.repair	-0.322515103745926	0.409774432598557
BA_veg	protein.binding	0.106916055441786	0.499103634875258
BA_veg	spore.germination	0.128644158776172	0.481461310903087
BA_veg	mitochondrial.membrane	0.196925775632214	0.486206723815865
BA_veg	response.to.osmotic.stress	-0.0634357860687492	0.473812458156428
BA_veg	response.to.salt.stress	0.00279131138119084	0.634311395058165
BA_veg	ascospore.formation	0.0523151271136241	0.604148248624647
BA_veg	conidiophore.development	-0.249064636901615	0.501461503881981
BA_veg	mitochondrial.intermembrane.space	0.0673866530595192	0.394864439261872
BA_veg	actin.filament.organization	0.168822341165887	0.590537668933861
BA_veg	chromatin.silencing.at.telomere	0.260344351430118	0.486606385627888
BA_veg	nuclear.mRNA.splicing..via.spliceosome	0.0873571537418173	0.456699990249843
BA_veg	mitochondrial.outer.membrane	0.0320877076776539	0.476463894387129
BA_veg	cytosolic.small.ribosomal.subunit	0.383968565032178	0.36780522421531
BA_veg	glyoxysome	0.0885511378379604	0.49350236784998
BA_veg	sequence.specific.DNA.binding.transcription.factor.activity	0.270370590891967	0.516512041754534
BA_veg	sequence.specific.DNA.binding	0.159734701650724	0.49093843131468
BA_veg	response.to.oxidative.stress	-0.125793430209661	0.458097407808833
BA_veg	hyphal.cell.wall	-0.308506977284875	0.385485174894167
BA_veg	GTPase.activator.activity	-0.229417071428297	0.467287279252397
BA_veg	ATP.synthesis.coupled.proton.transport	0.405138477501651	0.34401066747345
